,gene_name,synonyms,gene_product,COG,regulator,uniprot,left,right,strand,essential,core_genome,iML1515,oxidizeME,DGF_strain,MS57,pseudogene,y_ome,k_eff,schmidt_prot_med,heckmann_prot_med,proteomics,p1k,p1k_ctrl_log_tpm,p1k_median_log_tpm,p1k_mad_log_tpm,in_iM,median_log_tpm,mad_log_tpm,pct10_log_tpm,pct25_log_tpm,max_log_tpm,min_log_tpm,mean_log_tpm,skew,range_log_tpm,max_to_median,min_to_median,low,in_complex
b0750,nadA,nadA;nicA,quinolinate synthase,Nucleotide transport and metabolism,NadR,P11458,782085,783128,+,False,False,True,True,True,True,False,False,True,228.5,277.0,True,True,8.487222367000001,7.702818871,0.9594352760328,True,7.702818871,0.647130228,5.342861181600001,6.8941353190915,10.605678918792009,2.431726069,7.373500711607865,-1.0875819634998973,8.173952849792009,2.902860047792009,-5.271092802,False,False
b0751,pnuC,pnuC,nicotinamide riboside transporter,Coenzyme transport and metabolism,NadR,P0AFK2,783166,783885,+,False,False,True,True,True,True,False,False,True,50.5,130.0,True,True,7.782954799500001,7.3357719160000014,0.7524120751391957,True,7.3357719160000014,0.5074949919999971,6.2663069356,6.859186450999999,11.026610300534472,2.783048947,7.32362404820058,-0.5549686378037223,8.24356135353447,3.6908383845344703,-4.552722969000001,False,False
b0752,zitB,zitB;ybgR,Zn(2(+))/Cd(2(+))/Ni(2(+))/Cu(2(+)) exporter,Inorganic ion transport and metabolism,Lrp,P75757,783882,784823,-,False,False,True,True,True,True,False,False,False,,,False,True,5.0853428605,4.735286543,0.6390084399887995,False,4.735286543,0.4310052879999997,3.9668106117455975,4.2925052375,7.241366307000001,1.669111943,4.7266295692522995,-0.23424773464791063,5.572254364000001,2.5060797640000008,-3.0661746,False,False
b0753,ybgS,ybgS,PF13985 family protein YbgS,Function unknown,"ppGpp,Lrp",P0AAV6,784937,785317,-,False,False,False,False,True,True,False,True,False,331.0,,True,True,6.554542994,5.9448409966998055,2.100671467166869,True,5.9448409966998055,1.4168834933001948,3.311503831,4.4019471495,12.96826012,1.3879776730000002,5.925755667134705,0.1955880591674247,11.580282447,7.023419123300195,-4.5568633236998055,False,False
b0754,aroG,aroG,3-deoxy-7-phosphoheptulonate synthase%2C Phe-sensitive,Amino acid transport and metabolism,"RpoD,TyrR,ppGpp,CpxR,Lrp",P0AB91,785633,786685,+,False,False,True,True,True,True,False,False,True,3618.5,6591.0,True,True,10.364937285,9.615162229,0.5889344152146012,False,9.615162229,0.39723082100000084,7.896712121652069,9.1501041415,11.66403736,5.63877465,9.39494573186772,-1.3118261056864453,6.02526271,2.048875131000001,-3.976387578999999,False,False
b0755,gpmA,gpmA;gpm;pgm;pgmA,2%2C3-bisphosphoglycerate-dependent phosphoglycerate mutase,Nucleotide transport and metabolism,"RpoD,RpoS,Fur,fnrS",P62707,786843,787595,-,False,False,True,True,True,True,False,False,True,10954.0,5770.0,True,True,10.306085265,10.30661402,0.6801333251118,False,10.30661402,0.45874364300000003,9.396555546971186,9.8172245485,12.65409224,7.221639473,10.310993853560827,0.04170087478135679,5.432452767000001,2.347478220000001,-3.084974547,False,True
b0756,galM,galM,galactose-1-epimerase,Carbohydrate transport and metabolism,"RpoD,RpoS,Crp,H-NS,GalS,GalR,HU",P0A9C3,787797,788837,-,False,False,True,True,True,True,False,False,True,1272.0,862.0,True,True,8.564180165,7.819604367,0.5222756902901983,True,7.819604367,0.3522701269999988,6.709864538600001,7.4507613195075395,10.30566168,4.750075678,7.729126318303387,-0.7357382584430638,5.555586002,2.486057313,-3.069528689,False,True
b0757,galK,galK;galA,galactokinase,Nucleotide transport and metabolism,"RpoD,spf,RpoS,Crp,H-NS,GalS,GalR,HU",P0A6T3,788831,789979,-,False,False,True,True,True,True,False,False,True,524.5,382.0,True,True,6.9097713075,6.178835427702197,0.7257089695081338,True,6.178835427702197,0.4894839940025184,5.184475803,5.660956891,10.03829918,4.050874509,6.169759864633065,0.6989599047847229,5.987424670999999,3.8594637522978026,-2.127960918702197,False,True
b0758,galT,galT;galB,galactose-1-phosphate uridylyltransferase,Energy production and conversion,"RpoD,RpoS,Crp,GalR,H-NS,GalS,HU",P09148,789983,791029,-,False,False,True,True,True,True,False,False,True,126.0,117.0,True,True,5.9965243515,5.371317211,0.6586064238222004,True,5.371317211,0.44422394700000023,4.582111579,4.953417498,10.07701442,2.6652312954464707,5.426743663286907,1.3936652417090363,7.411783124553528,4.705697208999999,-2.7060859155535293,False,True
b0759,galE,galE;galD,UDP-glucose 4-epimerase,Cell wall/membrane/envelope biogenesis,"RpoD,YidZ,RpoS,Crp,H-NS,GalS,GalR,HU",P09147,791039,792055,-,False,False,True,True,True,True,False,False,True,612.5,441.0,True,True,6.332292635,6.224246459,0.5865384494288748,True,6.224246459,0.3956147642175063,5.479417950352477,5.811825638,10.35387969,4.372177744,6.262040481693231,1.557430001640437,5.981701945999999,4.129633231,-1.8520687149999997,False,True
b0760,modF,modF;ORF6;phrA,ABC family protein ModF,Inorganic ion transport and metabolism,ppGpp,P31060,792316,793788,-,False,False,False,False,True,True,False,True,True,157.0,278.0,True,True,7.423530874500001,6.5481639320000005,0.908820287583598,True,6.5481639320000005,0.6129908859999986,5.0941237844,5.850454193277765,8.474472267000001,3.207544587,6.404478418044245,-0.6798550477928746,5.266927680000001,1.9263083350000008,-3.3406193450000004,False,True
b0761,modE,modE;modR,DNA-binding transcriptional dual regulator ModE,Transcription,,P0A9G8,793856,794644,-,False,False,False,False,True,True,False,False,True,94.5,118.0,True,True,5.866603096999999,5.551290390952011,0.3581214487496508,False,5.551290390952011,0.24154960795201053,5.0716416322,5.306568316,6.799603928,3.7962708072352815,5.538265869100543,-0.3394849079288934,3.0033331207647183,1.2483135370479888,-1.7550195837167295,False,True
b0762,acrZ,acrZ;ybhT,multidrug efflux pump accessory protein AcrZ,"Intracellular trafficking, secretion, and vesicular transport","RpoD,Rob,SoxS,MarA,Lrp",P0AAW9,794773,794922,+,False,False,False,False,True,True,False,False,False,,,False,True,8.744788220499998,7.628561718999999,1.3872639392808026,True,7.628561718999999,0.9356967080000018,6.011808226523139,6.74683052,11.22378479,4.589033963,7.662687736115463,0.014417650014943325,6.6347508269999995,3.5952230710000013,-3.0395277559999982,False,False
b0763,modA,modA,molybdate ABC transporter periplasmic binding protein,Inorganic ion transport and metabolism,"RpoD,Crp,FliA,ModE,Lrp",P37329,795089,795862,+,False,False,True,True,True,True,False,False,True,836.5,242.0,True,True,5.54628414,5.648951546,0.7034534755765299,True,5.648951546,0.4744728689980642,4.823945134,5.206155410999999,10.62603232,3.737589685,5.788268804557914,1.6320612545241875,6.8884426350000005,4.977080774,-1.911361861,False,True
b0764,modB,modB;chlJ,molybdate ABC transporter membrane subunit,Inorganic ion transport and metabolism,"RpoD,Crp,FliA,ModE",P0AF01,795862,796551,+,False,False,True,True,True,True,False,False,False,,,False,True,4.4215540615,4.650136357,0.5191834406014331,True,4.650136357,0.35018443315893233,4.080604941,4.3628053614999995,9.858711597,2.867555522,4.836331030407278,1.6153553275650734,6.991156074999999,5.208575239999999,-1.782580835,False,True
b0765,modC,modC;chlD;narD,molybdate ABC transporter ATP binding subunit,Inorganic ion transport and metabolism,"RpoD,Crp,FliA,ModE",P09833,796554,797612,+,False,False,True,True,True,True,False,False,False,7.0,,True,True,3.859542232,4.399654414671034,0.5742142498809989,True,4.399654414671034,0.3873022055045183,3.7648668406788097,4.0456902898452665,8.091188592,2.013568717,4.54400293052476,1.1780221768686074,6.077619875,3.6915341773289656,-2.3860856976710343,False,True
b0766,ybhA,ybhA,pyridoxal phosphate/fructose-1%2C6-bisphosphate phosphatase,Function unknown,YcjW,P21829,797613,798431,-,False,False,True,True,True,True,False,False,True,219.0,237.0,True,True,6.181836254,5.498504929,0.5046366599063994,True,5.498504929,0.3403727639999996,4.4197478640000005,5.083182471000001,6.824254573999999,2.69025518,5.359991495811711,-1.0178810842344381,4.133999394,1.3257496449999993,-2.8082497490000002,False,False
b0767,pgl,pgl;ybhE,6-phosphogluconolactonase,Nucleotide transport and metabolism,"ppGpp,Lrp",P52697,798586,799581,+,False,False,True,True,True,True,False,False,True,3069.5,990.0,True,True,7.93437421,7.614568739,0.961505027145599,True,7.614568739,0.6485262559999994,6.3375439196271355,6.958161109000001,9.78150084,3.748530108,7.571744486607692,-0.34709720279837925,6.032970731999999,2.1669321009999996,-3.866038631,False,False
b0768,ybhD,ybhD,putative DNA-binding transcriptional regulator YbhD,Transcription,"YddM,Nac",P52696,799622,800575,-,False,False,False,False,True,True,False,True,False,,,False,True,1.4984161335,1.531993086,0.4932484683084001,False,1.531993086,0.33269153400000007,0.9004805686359331,1.211454392,3.681393473,0.0,1.5519930626021239,0.2651868802388135,3.681393473,2.149400387,-1.531993086,True,False
b0769,ybhH,ybhH,putative isomerase YbhH,Function unknown,,P0AAV8,800759,801811,+,False,False,False,False,True,True,False,True,False,,,False,True,0.0,0.4360014780332714,0.3314664324558891,False,0.4360014780332714,0.2235710457681702,0.0,0.2213682647317356,3.128072803880716,0.0,0.48896020612507585,1.562420262400477,3.128072803880716,2.692071325847445,-0.4360014780332714,True,False
b0770,ybhI,ybhI,putative tricarboxylate transporter,Inorganic ion transport and metabolism,"YeiE,YdcI,Nac",P75763,801887,803320,+,False,False,False,False,True,True,False,True,False,,,False,True,0.4321999925000001,0.6905266440000001,0.4037217888816,False,0.6905266440000001,0.27230661600000006,0.24861847911630802,0.43234222000000005,3.271548338,0.0,0.7412119730056349,0.9576068001441224,3.271548338,2.581021694,-0.6905266440000001,True,False
b0771,ybhJ,ybhJ,putative hydratase YbhJ,Energy production and conversion,YdcN,P75764,803503,805764,+,False,False,False,False,True,True,False,True,False,,,False,True,1.8453047015,1.619639461,0.5011987180703998,False,1.619639461,0.3380539039999999,1.0373888237775153,1.2932585173344235,4.321735966,0.3372321081709807,1.6643888570145635,0.7184638495510886,3.9845038578290195,2.702096505,-1.2824073528290194,True,False
b0772,ybhC,ybhC,outer membrane lipoprotein YhbC,Cell wall/membrane/envelope biogenesis,,P46130,805998,807281,-,False,False,False,False,True,True,False,True,True,1072.5,1550.0,True,True,7.4139944845,7.28668967,0.7679148168047983,True,7.28668967,0.5179514479999989,5.9655619462,6.7375968635,9.208128656,3.410389984,7.159354521774822,-1.0564218264821412,5.7977386719999995,1.9214389859999992,-3.8762996860000003,False,False
b0773,ybhB,ybhB,putative kinase inhibitor,Function unknown,,P12994,807433,807909,-,False,False,False,False,True,True,False,True,True,290.0,164.0,True,True,7.403061333499998,7.0121799490361205,0.9008112022696482,False,7.0121799490361205,0.6075888319638798,5.5928594424,6.3104992929999995,8.996786814,3.096263995,6.868260774641516,-0.7122369076141287,5.900522819,1.9846068649638795,-3.9159159540361204,False,False
b0774,bioA,bioA,adenosylmethionine-8-amino-7-oxononanoate aminotransferase,Coenzyme transport and metabolism,"RpoD,BirA,ppGpp",P12995,807968,809257,-,False,False,True,True,True,True,False,False,True,107.5,164.0,True,True,5.9068695275,5.400380775,1.3525988224182004,True,5.400380775,0.9123154070000004,3.0583118940000005,4.395293154038689,8.636568801000001,0.8899036840000001,5.387342462247092,-0.11262052969779524,7.746665117000001,3.2361880260000007,-4.510477091,False,False
b0775,bioB,bioB,biotin synthase,Coenzyme transport and metabolism,"RpoD,BirA",P12996,809344,810384,+,False,False,True,True,True,True,False,False,True,116.0,247.0,True,True,7.570758967,6.512490952,1.4087008026227044,True,6.512490952,0.9501556742362771,3.2187471334000004,5.424486824,9.7092291,0.43235694,6.176233885466719,-0.7113096727337872,9.27687216,3.1967381479999997,-6.080134012,False,True
b0776,bioF,bioF,8-amino-7-oxononanoate synthase,Coenzyme transport and metabolism,"RpoD,BirA",P12998,810381,811535,+,False,False,True,True,True,True,False,False,False,80.0,,True,True,6.052950998,5.714083904,1.3842722837664,True,5.714083904,0.933678864,2.549144391158466,4.500708862344687,8.98256804,0.0,5.404844430781125,-0.5146657753057514,8.98256804,3.2684841360000005,-5.714083904,False,True
b0777,bioC,bioC,malonyl-acyl carrier protein methyltransferase,Coenzyme transport and metabolism,"RpoD,BirA",P12999,811522,812277,+,False,False,True,True,True,True,False,False,False,,,False,True,6.0796943,5.4496224710000005,1.3068238943466002,True,5.4496224710000005,0.8814406410000002,2.6000658993050707,4.51547605111057,8.840603296,0.0,5.236312927442504,-0.6325091732660141,8.840603296,3.390980824999999,-5.4496224710000005,False,True
b0778,bioD,bioD1,dethiobiotin synthetase,Coenzyme transport and metabolism,"RpoD,BirA",P13000,812270,812947,+,False,False,True,True,True,True,False,False,True,,220.0,True,True,6.931041652499999,6.005097882,1.1428359019808003,True,6.005097882,0.7708322554841498,3.0043260828,5.1023178115660155,9.05050359,0.197467463,5.691125876914712,-0.8394619475192353,8.853036127,3.0454057079999997,-5.8076304190000005,False,True
b0779,uvrB,uvrB,excision nuclease subunit B,"Replication, recombination and repair","RpoD,LexA,DnaA",P0A8F8,813526,815547,+,False,False,False,False,True,True,False,False,True,138.0,190.0,True,True,6.6163504955,6.3786958468269335,0.6599389523415891,True,6.3786958468269335,0.44512272517306695,5.597336316431707,5.9857012685,8.483604808603504,4.622453381000001,6.4368086365055435,0.33481723133415453,3.8611514276035033,2.1049089617765704,-1.7562424658269329,False,True
b0780,ybhK,ybhK,putative transferase YbhK,Function unknown,,P75767,815739,816647,-,False,False,False,False,True,True,False,True,False,3.0,,True,True,5.326471785500001,5.455130262000001,0.4388212082099991,False,5.455130262000001,0.2959808499999994,4.8199134538878345,5.126977075999999,7.058540586,3.545887264,5.413496050000165,-0.4063093394208979,3.5126533220000002,1.6034103239999995,-1.9092429980000007,False,False
b0781,moaA,moaA;bisA;chlA;chlA1;narA,GTP 3'%2C8'-cyclase,Coenzyme transport and metabolism,"Fnr,CueR,ModE,CsrA,Molybdopterin",P30745,817044,818033,+,False,False,True,True,True,True,False,False,False,,,False,True,7.6998328075,7.380102624,0.5942641279638,False,7.380102624,0.400825663,6.5530154088,7.0095251653790225,9.673094938,4.719845385264287,7.422518220947477,-0.09081648449496782,4.953249552735713,2.292992314,-2.6602572387357126,False,True
b0782,moaB,moaB;chlA2,MoaB protein,Coenzyme transport and metabolism,"Fnr,CueR,ModE,CsrA,Molybdopterin",P0AEZ9,818055,818567,+,False,False,False,False,True,True,False,False,True,2528.0,1146.0,True,True,7.952539812499999,7.904685579,0.9281033731256718,False,7.904685579,0.6259971490123242,6.5758853902037835,7.355688563999999,10.55668567,4.269192375,7.931947988892542,-0.1357676909086601,6.287493295,2.6520000910000006,-3.6354932039999994,False,True
b0783,moaC,moaC;chlA3,cyclic pyranopterin monophosphate synthase,Coenzyme transport and metabolism,"Fnr,CueR,ModE,CsrA,Molybdopterin",P0A738,818570,819055,+,False,False,True,True,True,True,False,False,True,226.0,317.0,True,True,7.190357864,7.291966313,0.9482378609549998,False,7.291966313,0.639577675,6.053928145603133,6.617634673463847,10.03270021,4.0683531010000005,7.279250732793889,-0.014483858852193101,5.964347108999999,2.740733897,-3.223613211999999,False,True
b0784,moaD,moaD;chlA4;chlM,molybdopterin synthase sulfur carrier subunit,Coenzyme transport and metabolism,"Fnr,CueR,ModE,CsrA,Molybdopterin",P30748,819048,819293,+,False,False,True,True,True,True,False,False,True,891.5,115.0,True,True,5.944200683,6.593904402000001,0.8321097655170288,False,6.593904402000001,0.5612503477114723,5.571145672586813,6.0406508295,9.37729912,3.306893086,6.616294260105324,0.08002974485601229,6.0704060339999995,2.7833947179999994,-3.2870113160000005,False,True
b0785,moaE,moaE;chlA5,molybdopterin synthase catalytic subunit,Coenzyme transport and metabolism,"Fnr,CueR,ModE,CsrA,Molybdopterin",P30749,819295,819747,+,False,False,True,True,True,True,False,False,True,304.5,300.0,True,True,6.982673696000001,6.974203257999999,0.9869402814600008,False,6.974203257999999,0.6656821000000006,5.587202809606214,6.231119053890881,9.457471688,3.5887861360000004,6.900090194915291,-0.1351996718100555,5.868685552,2.4832684300000007,-3.385417121999999,False,True
b0786,ybhL,ybhL,Bax1-I family protein YbhL,Function unknown,"RpoD,YjjQ",P0AAC4,819884,820588,+,False,False,False,False,True,False,False,True,False,70.5,,True,True,7.7239967325,7.650865556,0.5917927405110004,False,7.650865556,0.3991587350000003,6.899552483525115,7.233427679,9.734401457,4.960680784,7.646544793896945,-0.4185799959866177,4.773720673000001,2.0835359010000003,-2.6901847720000003,False,False
b0787,ybhM,ybhM,Bax1-I family protein YbhM,Function unknown,"YfeC,Nac",P75769,820793,821506,+,False,False,False,False,True,False,False,True,False,,,False,True,2.527130993,2.8725484952876625,0.6871961330827112,False,2.8725484952876625,0.46350744171233726,1.9216263706772818,2.4005952599756206,6.154515278193148,0.141006832,2.8488219163403796,0.08049129515811543,6.013508446193147,3.281966782905485,-2.7315416632876626,False,False
b0788,ybhN,ybhN,conserved inner membrane protein YbhN,Function unknown,ppGpp,P75770,821542,822498,-,False,False,False,False,True,False,False,True,False,,,False,True,3.8288474695,3.0915081,1.2011814922841997,True,3.0915081,0.8101858169999998,1.4784680904,2.2202791495,6.57074815,0.0,3.0360254565458793,0.0294224174727081,6.57074815,3.47924005,-3.0915081,False,True
b0789,clsB,clsB;ybhO,cardiolipin synthase B,Lipid transport and metabolism,"YidZ,ppGpp",P0AA84,822498,823739,-,False,False,True,True,True,False,False,False,False,,,False,True,5.010808583999999,4.188539034,1.5350975805857998,True,4.188539034,1.035409133,1.7851322264,2.9472716875,8.578851322,0.0,3.9774210020958067,-0.3033661657630007,8.578851322,4.3903122880000005,-4.188539034,False,False
