BNUM,GENE_NAME
b0338,EG11421
b0338,ECK0335
b2237,inaA
b2237,EG11422
b2237,ECK2229
b2237,yfaG
b3623,waaU
b3623,ECK3613
b3623,rfaK
b3623,EG11423
b3622,waaL
b3622,rfaL
b3622,ECK3612
b3622,EG11424
b3625,waaY
b3625,rfaY
b3625,ECK3615
b3625,EG11425
b3624,waaZ
b3624,ECK3614
b3624,rfaZ
b3624,EG11426
b2935,tktA
b2935,tkt
b2935,ECK2930
b2935,EG11427
b3962,sthA
b3962,EG11428
b3962,udhA
b3962,sth
b3962,ECK3954
b3989,yjaZ
b3989,EG11429
b3989,ECK3980
b3989,htrC
b1128,roxA
b1128,ECK1114
b1128,EG11430
b1128,ycfD
b2398,yfeC
b2398,EG11431
b2398,ECK2392
b2399,yfeD
b2399,EG11432
b2399,ECK2393
b4219,msrA
b4219,pms
b4219,ECK4215
b4219,EG11433
b4219,pmsR
b1531,marA
b1531,norB
b1531,inaR
b1531,cfxB
b1531,nfxC
b1531,soxQ
b1531,ECK1524
b1531,EG11434
b1530,marR
b1530,soxQ
b1530,inaR
b1530,cfxB
b1530,ECK1523
b1530,EG11435
b4269,ahr
b4269,yjgB
b4269,EG11436
b4269,ECK4262
b1090,plsX
b1090,EG11437
b1090,ECK1076
b1087,yceF
b1087,EG11438
b1087,ECK1072
b2686,emrB
b2686,ECK2680
b2686,EG11439
b3287,def
b3287,EG11440
b3287,fms
b3287,ECK3273
b3498,prlC
b3498,EG11441
b3498,ECK3483
b3498,opdA
b2905,gcvT
b2905,EG11442
b2905,ECK2900
b2914,rpiA
b2914,ygfC
b2914,EG11443
b2914,ECK2910
b2917,scpA
b2917,sbm
b2917,ECK2913
b2917,EG11444
b2917,yliK
b2918,argK
b2918,ygfD
b2918,ECK2914
b2918,EG11445
b2696,csrA
b2696,zfiA
b2696,ECK2691
b2696,EG11447
b4069,acs
b4069,EG11448
b4069,ECK4062
b4069,yfaC
b4069,acsA
b3762,hdfR
b3762,yifD
b3762,yifA
b3762,b4480
b3762,b3763
b3762,EG11449
b3762,ECK3756
b3764,maoP
b3764,EG11450
b3764,ECK3757
b3764,yifE
b3786,wecB
b3786,mnaA
b3786,rffE
b3786,nfrC
b3786,yifF
b3786,EG11451
b3786,ECK3778
b3787,wecC
b3787,rffD
b3787,rff
b3787,mnaB
b3787,ECK3779
b3787,EG11452
b3788,rffG
b3788,rff
b3788,EG11453
b3788,ECK3780
b3789,rffH
b3789,EG11454
b3789,ECK3781
b3789,yifG
b3790,rffC
b3790,EG11455
b3790,ECK3782
b3790,yifH
b3790,rff
b3790,wecD
b3791,wecE
b3791,EG11456
b3791,ECK3783
b3791,yifI
b3791,rffA
b3791,fcnA
b3791,rff
b3793,wzyE
b3793,rffT
b3793,ECK3786
b3793,EG11457
b3794,rffM
b3794,wecG
b3794,rff
b3794,ECK3787
b3794,EG11458
b3795,yifK
b3795,EG11459
b3795,ECK3788
b2469,narQ
b2469,ECK2464
b2469,EG11460
b4482,yigE
b4482,b3814
b4482,b3815
b4482,ECK3809
b4482,EG11462
b3816,corA
b3816,ECK3810
b3816,EG11463
b3817,yigF
b3817,EG11464
b3817,ECK3811
b3818,yigG
b3818,ECK3812
b3818,EG11465
b3819,rarD
b3819,ECK3813
b3819,EG11466
b3819,yigH
b3820,yigI
b3820,EG11467
b3820,ECK3814
b3823,rhtC
b3823,yigJ
b3823,EG11468
b3823,ECK3817
b3824,rhtB
b3824,EG11469
b3824,ECK3818
b3824,yigK
b3826,yigL
b3826,EG11470
b3826,ECK3820
b3827,bioP
b3827,ECK3821
b3827,yigM
b3827,EG11471
b3832,rmuC
b3832,ECK3826
b3832,EG11472
b3832,yigN
b3833,ubiE
b3833,EG11473
b3833,yigO
b3833,ECK3827
b3834,ubiJ
b3834,EG11474
b3834,ECK3828
b3834,yigP
b3835,ubiB
b3835,aarF
b3835,EG11476
b3835,yigS
b3835,yigQ
b3835,yigR
b3835,ECK3829
b3839,tatC
b3839,mttB
b3839,yigU
b3839,ECK3832
b3839,EG11479
b3839,yigV
b4483,tatD
b4483,mttC
b4483,yigW
b4483,ECK3833
b4483,EG11481
b4483,b3841
b4483,b3840
b4483,yigX
b3848,yigZ
b3848,EG11484
b3848,ECK3840
b3850,hemG
b3850,EG11485
b3850,ECK3842
b3850,yihB
b3792,wzxE
b3792,wzx
b3792,ECK3784
b3792,EG11486
b3792,yifJ
b1638,pdxH
b1638,ECK1634
b1638,EG11487
b1639,mliC
b1639,ydhA
b1639,EG11488
b1639,ECK1635
b1042,csgA
b1042,EG11489
b1042,ECK1028
b1493,gadB
b1493,ECK1487
b1493,EG11490
b4044,dinF
b4044,EG11491
b4044,ECK4036
b4051,qorA
b4051,hcz
b4051,EG11492
b4051,ECK4043
b4051,qor
b4051,hzc
b1096,pabC
b1096,EG11493
b1096,ECK1082
b1097,mltG
b1097,ECK1083
b1097,yceG
b1097,EG11494
b3511,hdeD
b3511,yhiA
b3511,EG11495
b3511,ECK3495
b0236,prfH
b0236,ECK0237
b0236,EG11496
b3259,prmA
b3259,prm-1
b3259,yhdI
b3259,ECK3246
b3259,EG11497
b3262,yhdJ
b3262,EG11498
b3262,ccrM
b3262,ECK3249
b3184,yhbE
b3184,EG11499
b3184,ECK3173
b1099,holB
b1099,EG11500
b1099,ECK1085
b4117,adiA
b4117,adi
b4117,ECK4110
b4117,EG11501
b0196,rcsF
b0196,ECK0196
b0196,EG11502
b0195,trmO
b0195,tsaA
b0195,yaeB
b0195,EG11503
b0195,ECK0195
b0197,metQ
b0197,EG11504
b0197,metD
b0197,ECK0197
b0197,yaeC
b1842,holE
b1842,ECK1843
b1842,EG11505
b3178,ftsH
b3178,EG11506
b3178,ECK3167
b3178,tolZ
b3178,mrsC
b3178,hflB
b3178,std
b3179,rlmE
b3179,EG11507
b3179,ECK3168
b3179,rrmJ
b3179,mrsF
b3179,ftsJ
b1480,sra
b1480,ECK1474
b1480,rpsV
b1480,EG11508
b0012,mbiA
b0012,ECK0012
b0012,htpY
b0012,htgA
b0012,EG11509
b2501,ppk
b2501,ECK2497
b2501,EG11510
b0009,mog
b0009,EG11511
b0009,yaaG
b0009,bisD
b0009,ECK0009
b0009,mogA
b0009,chlG
b0010,satP
b0010,EG11512
b0010,ECK0010
b0010,yaaH
b3214,gltF
b3214,ossB
b3214,EG11514
b3214,ECK3204
b3215,yhcA
b3215,EG11515
b3215,ECK3205
b1188,ycgB
b1188,ECK1176
b1188,EG11516
b3925,glpX
b3925,EG11517
b3925,ECK3917
b3481,nikR
b3481,yhhG
b3481,ECK3465
b3481,EG11519
b3483,yhhH
b3483,EG11520
b3483,ECK3467
b0699,ybfA
b0699,EG11521
b0699,ECK0688
b0702,ybfB
b0702,ECK0690
b0702,EG11522
b0704,ybfC
b0704,EG11523
b0704,ECK0692
b0706,ybfD
b0706,ECK0695
b0706,EG11524
b3484,yhhI
b3484,ECK3469
b3484,EG11525
b1460,ydcC
b1460,EG11526
b1460,ECK1454
b2193,narP
b2193,EG11527
b2193,ECK2185
b1288,fabI
b1288,qmeA
b1288,envM
b1288,gts
b1288,EG11528
b1288,ECK1283
b3933,ftsN
b3933,EG11529
b3933,ECK3925
b3933,msgA
b1805,fadD
b1805,ECK1803
b1805,EG11530
b1805,oldD
b1661,cfa
b1661,ECK1657
b1661,EG11531
b1661,cdfA
b2261,menC
b2261,EG11532
b2261,ECK2255
b1205,ychH
b1205,ECK1193
b1205,EG11533
b3687,ibpA
b3687,hslT
b3687,htpN
b3687,EG11534
b3687,ECK3679
b3686,ibpB
b3686,EG11535
b3686,htpE
b3686,ECK3678
b3686,hslS
b3685,yidE
b3685,yibE
b3685,ECK3677
b3685,EG11536
b1067,yceH
b1067,EG11537
b1067,ECK1052
b2575,yfiC
b2575,EG11538
b2575,ECK2573
b2575,trmM
b0171,pyrH
b0171,smbA
b0171,ECK0170
b0171,umk
b0171,EG11539
b1004,wrbA
b1004,EG11540
b1004,ECK0995
b3747,kup
b3747,ECK3741
b3747,trkD
b3747,EG11541
b0494,tesA
b0494,EG11542
b0494,apeA
b0494,ECK0488
b0494,pldC
b3997,hemE
b3997,EG11543
b3997,ECK3989
b3512,gadE
b3512,yhiT
b3512,ECK3496
b3512,yhiE
b3512,EG11544
b1083,flgL
b1083,flaT
b1083,ECK1068
b1083,EG11545
b0109,nadC
b0109,EG11546
b0109,ECK0108
b1652,rnt
b1652,EG11547
b1652,ECK1648
b1653,lhr
b1653,ECK1649
b1653,rhlF
b1653,EG11548
b1127,pepT
b1127,EG11549
b1127,ECK1113
b2712,hypF
b2712,hydA
b2712,EG11551
b2712,ECK2707
b2713,hydN
b2713,ECK2708
b2713,EG11552
b3176,glmM
b3176,EG11553
b3176,ECK3165
b3176,mrsA
b3176,yhbF
b2669,stpA
b2669,ECK2663
b2669,hnsB
b2669,EG11554
b0007,yaaJ
b0007,EG11555
b0007,ECK0007
b0008,talB
b0008,yaaK
b0008,ECK0008
b0008,EG11556
b0036,caiD
b0036,yaaL
b0036,ECK0037
b0036,EG11557
b0037,caiC
b0037,yaaM
b0037,ECK0038
b0037,EG11558
b0038,caiB
b0038,EG11559
b0038,ECK0039
b0038,yaaN
b0039,caiA
b0039,ECK0040
b0039,yaaO
b0039,EG11560
b0040,caiT
b0040,ECK0041
b0040,yaaP
b0040,EG11561
b0041,fixA
b0041,yaaQ
b0041,EG11562
b0041,ECK0042
b0042,fixB
b0042,EG11563
b0042,ECK0043
b0042,yaaR
b0043,fixC
b0043,yaaS
b0043,ECK0044
b0043,EG11564
b0044,fixX
b0044,yaaT
b0044,ECK0045
b0044,EG11565
b0045,yaaU
b0045,ECK0046
b0045,yabE
b0045,EG11566
b0046,kefF
b0046,ECK0047
b0046,EG11568
b0046,yabF
b0054,lptD
b0054,ECK0055
b0054,EG11569
b0054,yabG
b0054,ostA
b0054,imp
b0055,djlA
b0055,ECK0056
b0055,EG11570
b0055,yabH
b0065,yabI
b0065,ECK0066
b0065,EG11571
b0066,thiQ
b0066,sfuC
b0066,yabJ
b0066,EG11572
b0066,ECK0067
b0067,thiP
b0067,EG11573
b0067,yabK
b0067,sfuB
b0067,ECK0068
b0068,thiB
b0068,tbpA
b0068,sfuA
b0068,ECK0069
b0068,EG11574
b0068,yabL
b0071,leuD
b0071,EG11575
b0071,ECK0073
b0072,leuC
b0072,EG11576
b0072,ECK0074
b0073,leuB
b0073,ECK0075
b0073,EG11577
b3406,greB
b3406,ECK3393
b3406,EG11578
b0798,ybiA
b0798,ECK0787
b0798,EG11579
b0800,ybiB
b0800,EG11580
b0800,ECK0789
b0801,hcxB
b0801,EG11581
b0801,ECK0790
b0801,ybiC
b0507,gcl
b0507,ECK0500
b0507,EG11583
b3994,thiC
b3994,ECK3986
b3994,EG11585
b3993,thiE
b3993,ECK3985
b3993,EG11586
b3993,thiA
b3992,thiF
b3992,EG11587
b3992,ECK3984
b3992,thiA
b3991,thiG
b3991,ECK3982
b3991,thiB
b3991,EG11589
b3990,thiH
b3990,thiB
b3990,ECK3981
b3990,EG11590
b0630,lipB
b0630,cde
b0630,lip
b0630,ECK0623
b0630,EG11591
b0631,ybeD
b0631,ECK0624
b0631,EG11592
b0629,ybeF
b0629,ECK0622
b0629,EG11594
b0781,moaA
b0781,chlA1
b0781,chlA
b0781,bisA
b0781,EG11595
b0781,narA
b0781,ECK0770
b0782,moaB
b0782,EG11596
b0782,chlA2
b0782,ECK0771
b0784,moaD
b0784,EG11597
b0784,chlA4
b0784,ECK0773
b0784,chlM
b0785,moaE
b0785,EG11598
b0785,ECK0774
b0785,chlA5
b1532,marB
b1532,EG11599
b1532,ECK1525
b2521,sseA
b2521,mstA
b2521,EG11600
b2521,ECK2517
b2522,sseB
b2522,EG11601
b2522,ECK2519
b3053,glnE
b3053,ECK3043
b3053,EG11602
b3054,ygiF
b3054,ECK3044
b3054,EG11603
b3286,smf
b3286,b3285
b3286,EG11604
b3286,ECK3272
b3286,smf1
b3286,smf2
b3286,b4473
b3284,smg
b3284,EG11605
b3284,ECK3271
b1250,kch
b1250,EG11606
b1250,ECK1244
b1251,yciI
b1251,EG11607
b1251,ECK1245
b1249,clsA
b1249,ECK1243
b1249,cls
b1249,nov
b1249,yciJ
b1249,EG11608
b2369,evgA
b2369,ECK2365
b2369,EG11609
b2370,evgS
b2370,ECK2366
b2370,EG11610
b4111,proP
b4111,EG11612
b4111,ECK4104
b4114,eptA
b4114,yjdB
b4114,ECK4107
b4114,EG11613
b4112,basS
b4112,EG11614
b4112,ECK4105
b4112,pmrB
b4112,dgkR
b4113,basR
b4113,pmrA
b4113,ECK4106
b4113,EG11615
b4148,gdx
b4148,ECK4144
b4148,sugE
b4148,EG11616
b2078,baeS
b2078,EG11617
b2078,ECK2074
b2079,baeR
b2079,ECK2075
b2079,EG11618
b1114,mfd
b1114,ECK1100
b1114,EG11619
b1286,rnb
b1286,EG11620
b1286,ECK1281
b0199,metN
b0199,EG11621
b0199,ECK0199
b0199,abc
b0199,metD
b0449,mdlB
b0449,EG11622
b0449,mdl
b0449,ECK0443
b2797,sdaB
b2797,EG11623
b2797,ECK2792
b0864,artP
b0864,EG11624
b0864,ECK0855
b0863,artI
b0863,EG11625
b0863,ECK0854
b0862,artQ
b0862,EG11626
b0862,ECK0853
b0861,artM
b0861,EG11627
b0861,ECK0852
b0860,artJ
b0860,ECK0851
b0860,EG11628
b0854,potF
b0854,EG11629
b0854,ECK0845
b0855,potG
b0855,ECK0846
b0855,EG11630
b0856,potH
b0856,EG11631
b0856,ECK0847
b0857,potI
b0857,ECK0848
b0857,EG11632
b1548,nohA
b1548,ECK1541
b1548,nohQ
b1548,EG11634
b0560,nohD
b0560,ECK0552
b0560,EG11635
b0560,nohB
b1528,ydeA
b1528,ECK1521
b1528,EG11636
b1529,marC
b1529,ydeB
b1529,EG11637
b1529,ECK1522
b1529,ydeC
b1533,eamA
b1533,ydeD
b1533,ECK1526
b1533,EG11639
b1534,ydeE
b1534,EG11640
b1534,ECK1527
b1534,ydeF
b1535,dgcZ
b1535,ECK1528
b1535,ydeH
b1535,ydeG
b1535,EG11643
b1536,ydeI
b1536,ECK1529
b1536,EG11644
b1537,ydeJ
b1537,EG11645
b1537,ECK1530
b2166,psuK
b2166,EG11646
b2166,yeiC
b2166,ECK2159
b2166,pscK
b0185,accA
b0185,ECK0184
b0185,EG11647
b0207,dkgB
b0207,EG11648
b0207,yafB
b0207,ECK0207
b0208,yafC
b0208,ECK0208
b0208,EG11649
b0209,yafD
b0209,ECK0209
b0209,EG11650
b0210,yafE
b0210,ECK0210
b0210,EG11651
b3235,degS
b3235,ECK3224
b3235,htrH
b3235,EG11652
b3235,hhoB
b3807,cyaY
b3807,ECK3801
b3807,EG11653
b1939,fliG
b1939,EG11654
b1939,flaAII.2
b1939,flaBII
b1939,ECK1937
b1940,fliH
b1940,flaAII.3
b1940,EG11656
b1940,ECK1938
b1940,flaBIII
b0495,ybbA
b0495,EG11657
b0495,ECK0489
b1616,uidB
b1616,gusB
b1616,EG11658
b1616,ECK1611
b1616,uidP
b1928,yedD
b1928,EG11659
b1928,ECK1927
b1929,yedE
b1929,ECK1928
b1929,EG11660
b1930,yedF
b1930,ECK1929
b1930,EG11661
b1931,yedK
b1931,ECK1930
b1931,EG11662
b1931,yedG
b3349,slyD
b3349,EG11663
b3349,ECK3336
b3348,slyX
b3348,ECK3335
b3348,EG11664
b3057,bacA
b3057,EG11665
b3057,uppP
b3057,ECK3047
b0783,moaC
b0783,EG11666
b0783,chlA3
b0783,ECK0772
b2219,atoS
b2219,EG11667
b2219,ECK2212
b2220,atoC
b2220,ECK2213
b2220,EG11668
b2221,atoD
b2221,ECK2214
b2221,EG11669
b2222,atoA
b2222,ECK2215
b2222,EG11670
b2223,atoE
b2223,ECK2216
b2223,EG11671
b2224,atoB
b2224,ECK2217
b2224,EG11672
b3058,folB
b3058,ECK3048
b3058,ygiG
b3058,EG11673
b3059,plsY
b3059,ygiH
b3059,ECK3049
b3059,EG11674
b0134,panB
b0134,ECK0133
b0134,EG11675
b3932,hslV
b3932,clpQ
b3932,EG11676
b3932,yiiC
b3932,htpO
b3932,ECK3924
b0760,modF
b0760,ECK0749
b0760,EG11677
b0760,chlD
b0760,phrA
b0135,yadC
b0135,EG11678
b0135,ECK0134
b2836,aas
b2836,ECK2832
b2836,EG11679
b3201,lptB
b3201,yhbG
b3201,EG11680
b3201,ECK3190
b3203,hpf
b3203,yhbH
b3203,EG11681
b3203,ECK3192
b3204,ptsN
b3204,EG11682
b3204,rpoP
b3204,yhbI
b3204,ECK3193
b3646,yicG
b3646,ECK3636
b3646,EG11683
b3655,yicH
b3655,EG11684
b3655,ECK3645
b3656,yicI
b3656,EG11685
b3656,ECK3646
b3657,yicJ
b3657,EG11686
b3657,ECK3647
b3659,setC
b3659,EG11687
b3659,ECK3649
b3659,yicK
b3660,yicL
b3660,ECK3650
b3660,EG11688
b3662,nepI
b3662,yicM
b3662,EG11689
b3662,ECK3653
b3663,yicN
b3663,ECK3654
b3663,EG11690
b3664,adeQ
b3664,yicO
b3664,EG11691
b3664,ECK3655
b3665,adeD
b3665,EG11692
b3665,ECK3656
b3665,yicP
b3665,adu
b3665,adeC(B.s.)
b3665,ade
b3673,emrD
b3673,ECK3664
b3673,EG11693
b3673,yicQ
b3674,yidF
b3674,EG11694
b3674,ECK3665
b3675,yidG
b3675,EG11695
b3675,ECK3666
b3676,yidH
b3676,EG11696
b3676,ECK3667
b3677,yidI
b3677,ECK3668
b3677,EG11697
b0756,galM
b0756,EG11698
b0756,ECK0745
b0755,gpmA
b0755,ECK0744
b0755,gpm
b0755,EG11699
b0751,pnuC
b0751,EG11700
b0751,ECK0740
b2066,udk
b2066,ECK2060
b2066,EG11701
b3996,nudC
b3996,ECK3988
b3996,EG11702
b3996,yjaD
b0463,acrA
b0463,EG11703
b0463,ECK0457
b0463,nbsA
b0463,mtcA
b0463,mbl
b0463,lir
b0463,Mb
b0463,sipB
b0462,acrB
b0462,ECK0456
b0462,EG11704
b0462,acrE
b3678,yidJ
b3678,EG11705
b3678,ECK3669
b3679,yidK
b3679,EG11706
b3679,ECK3670
b3680,yidL
b3680,ECK3671
b3680,EG11707
b3681,glvG
b3681,yidM
b3681,ECK3673
b3681,EG11708
b3681,ysdC
b3681,ECK3672 (obsolete)
b3681,b4556
b3682,glvB
b3682,yidN
b3682,yidO
b3682,ECK3674
b3682,EG11709
b3683,glvC
b3683,ptiC
b3683,ECK3675
b3683,EG11710
b3684,yidP
b3684,ECK3676
b3684,EG11711
b3688,yidQ
b3688,ecfI
b3688,ECK3680
b3688,EG11712
b3689,yidR
b3689,EG11713
b3689,ECK3681
b3690,cbrA
b3690,yidS
b3690,ECK3682
b3690,EG11714
b3696,yidX
b3696,EG11719
b3696,ECK3688
b3710,mdtL
b3710,EG11720
b3710,ECK3703
b3710,yidY
b3711,yidZ
b3711,EG11721
b3711,ECK3704
b3712,yieE
b3712,EG11722
b3712,ECK3705
b3713,yieF
b3713,chrR
b3713,ECK3706
b3713,EG11723
b3714,adeP
b3714,yieG
b3714,purP
b3714,ECK3707
b3714,EG11724
b3715,yieH
b3715,ECK3708
b3715,EG11725
b3716,cbrB
b3716,yieI
b3716,ECK3709
b3716,EG11726
b3717,cbrC
b3717,ECK3710
b3717,EG11727
b3717,yieJ
b3718,yieK
b3718,ECK3711
b3718,EG11728
b3719,yieL
b3719,EG11729
b3719,ECK3712
b3745,viaA
b3745,EG11730
b3745,ECK3739
b3745,yieM
b3745,yieD_2
b3745,yieD_1
b3745,yieD
b3746,ravA
b3746,ECK3740
b3746,yieN
b3746,EG11731
b3754,hsrA
b3754,EG11732
b3754,ECK3748
b3754,yieO
b3755,yieP
b3755,ECK3749
b3755,EG11733
b1020,phoH
b1020,psiH
b1020,EG11734
b1020,ECK1010
b1019,efeB
b1019,ycdB
b1019,EG11735
b1019,ECK1009
b0200,gmhB
b0200,ECK0200
b0200,yaeD
b0200,EG11736
b0198,metI
b0198,ECK0198
b0198,EG11737
b0198,yaeE
b0198,metD
b3995,rsd
b3995,yjaE
b3995,ECK3987
b3995,EG11738
b0569,nfrB
b0569,ECK0561
b0569,EG11739
b0568,nfrA
b0568,ECK0560
b0568,EG11740
b3264,envR
b3264,yhdK
b3264,EG11741
b3264,ECK3251
b3264,acrS
b1496,yddA
b1496,EG11742
b1496,ECK1490
b1495,yddB
b1495,EG11743
b1495,ECK1489
b1494,pqqL
b1494,ECK1488
b1494,yddC
b1494,EG11744
b1494,pqqM
b1494,pqqE
b0133,panC
b0133,EG11746
b0133,ECK0132
b0131,panD
b0131,ECK0130
b0131,EG11747
b0132,rpnC
b0132,ECK0131
b0132,EG11748
b0132,yadD
b0130,yadE
b0130,ECK0129
b0130,EG11749
b3411,rpnA
b3411,EG11750
b3411,yhgA
b3411,ECK3398
b1896,otsA
b1896,ECK1895
b1896,EG11751
b1897,otsB
b1897,ECK1896
b1897,EG11752
b1897,otsP
b1216,chaA
b1216,EG11753
b1216,ECK1210
b0070,setA
b0070,yabM
b0070,ECK0072
b0070,EG11754
b4168,tsaE
b4168,yjeE
b4168,EG11757
b4168,ECK4164
b4167,nnr
b4167,yjeF
b4167,EG11758
b4167,ECK4163
b1271,yciK
b1271,EG11759
b1271,ECK1265
b1457,ydcD
b1457,EG11760
b1457,ECK1451
b1461,pptA
b1461,ECK1455
b1461,EG11761
b1461,ydcE
b3592,yibF
b3592,ECK3581
b3592,EG11762
b3596,yibG
b3596,ECK3585
b3596,EG11763
b3597,yibH
b3597,ECK3586
b3597,EG11764
b3598,yibI
b3598,ECK3587
b3598,EG11765
b3595,yibJ
b3595,ECK3584
b3595,EG11766
b3595,rhsJ
b3485,yhhJ
b3485,EG11767
b3485,ECK3470
b0503,selU
b0503,ybbB
b0503,mnmH
b0503,EG11768
b0503,ECK0496
b0498,ybbC
b0498,EG11769
b0498,ECK0492
b0501,ybbD
b0501,ECK0494
b0501,b0500
b0501,EG11770
b2277,nuoM
b2277,nuoA
b2277,ECK2271
b2277,EG11773
b2284,nuoF
b2284,EG11774
b2284,ECK2278
b0685,ybfE
b0685,ECK0673
b0685,EG11775
b0686,ybfF
b0686,ECK0674
b0686,EG11776
b0691,ybfG
b0691,EG11778
b0691,ECK0678
b0691,ECK0679
b0691,ybfH
b0691,b0690
b2960,trmB
b2960,trmI
b2960,EG11779
b2960,ECK2955
b2960,yggH
b4696,yneO
b4696,EG11780
b4696,ECK1503
b4696,ECK1502
b4696,b1510
b4696,ydeU
b4696,ydeK
b4696,orfT
b4696,b1509
b4070,nrfA
b4070,EG11781
b4070,ECK4063
b2620,smpB
b2620,EG11782
b2620,ECK2616
b2620,smqB
b2622,intA
b2622,ECK2618
b2622,EG11783
b2622,intX
b2622,slpA
b2579,grcA
b2579,yfiD
b2579,ECK2577
b2579,EG11784
b2577,yfiE
b2577,EG11785
b2577,ECK2575
b2581,yfiF
b2581,EG11786
b2581,ECK2579
b2053,gmd
b2053,yefA
b2053,yefN
b2053,ECK2047
b2053,EG11787
b2052,fcl
b2052,wcaG
b2052,EG11788
b2052,yefB
b2052,ECK2046
b2051,gmm
b2051,ECK2045
b2051,nudD
b2051,EG11789
b2051,yefC
b2051,wcaH
b2050,wcaI
b2050,ECK2044
b2050,EG11790
b2050,yefD
b2934,cmtB
b2934,EG11791
b2934,ECK2929
b2934,tolM
b2933,cmtA
b2933,ECK2928
b2933,EG11792
b2807,ygdD
b2807,ECK2802
b2807,EG11793
b2806,rlmM
b2806,ECK2801
b2806,EG11794
b2806,ygdE
b2808,gcvA
b2808,ECK2803
b2808,EG11795
b4386,lplA
b4386,yjjF
b4386,ECK4378
b4386,EG11796
b4386,slr
b2464,talA
b2464,EG11797
b2464,ECK2459
b0106,hofC
b0106,EG11798
b0106,hopC
b0106,yacD
b0106,ECK0105
b2996,hybA
b2996,ECK2990
b2996,EG11799
b2996,hydL
b2995,hybB
b2995,ECK2989
b2995,EG11800
b2994,hybC
b2994,EG11801
b2994,ECK2988
b2993,hybD
b2993,EG11802
b2993,ECK2987
b2992,hybE
b2992,ECK2986
b2992,EG11803
b2991,hybF
b2991,EG11804
b2991,ECK2985
b2990,hybG
b2990,ECK2984
b2990,EG11805
b1846,yebE
b1846,ECK1847
b1846,EG11806
b1847,yebF
b1847,ECK1848
b1847,EG11807
b1848,yebG
b1848,EG11808
b1848,ECK1849
b1849,purT
b1849,ECK1850
b1849,EG11809
b2903,gcvP
b2903,ECK2898
b2903,EG11810
b4187,aidB
b4187,ECK4183
b4187,EG11811
b4186,yjfC
b4186,EG11812
b4186,ECK4182
b0997,torA
b0997,EG11814
b0997,ECK0988
b0996,torC
b0996,EG11815
b0996,ECK0987
b2746,ispF
b2746,ygbB
b2746,ECK2741
b2746,EG11816
b2744,umpG
b2744,surE
b2744,ygbC
b2744,ECK2739
b2744,EG11817
b1232,purU
b1232,ychI
b1232,tgs
b1232,ECK1227
b1232,EG11819
b1056,yceI
b1056,ECK1041
b1056,EG11820
b0451,amtB
b0451,EG11821
b0451,ybaG
b0451,ECK0445
b1301,puuB
b1301,EG11822
b1301,ycjA
b1301,ECK1296
b1301,ordL
b2435,amiA
b2435,EG11823
b2435,ECK2430
b2435,yfeE
b3009,yghB
b3009,EG11824
b3009,ECK3001
b1464,yddE
b1464,EG11825
b1464,ECK1458
b0981,etk
b0981,yccC
b0981,ECK0972
b0981,EG11826
b4090,rpiB
b4090,yjcA
b4090,alsI
b4090,ECK4083
b4090,EG11827
b3856,mobB
b3856,yihC
b3856,EG11828
b3856,ECK3848
b3857,mobA
b3857,mob
b3857,chlB
b3857,narB
b3857,ECK3849
b3857,EG11829
b3858,yihD
b3858,EG11830
b3858,ECK3850
b3859,srkA
b3859,ECK3851
b3859,yihE
b3859,orfA
b3859,EG11831
b3861,yihF
b3861,EG11832
b3861,ECK3853
b3862,yihG
b3862,EG11833
b3862,ECK3854
b3866,yihI
b3866,ECK3859
b3866,EG11835
b3867,hemN
b3867,EG11836
b3867,ECK3860
b3867,yihJ
b3871,bipA
b3871,yihK
b3871,ECK3864
b3871,EG11837
b3871,typA
b3872,yihL
b3872,EG11838
b3872,ECK3865
b3873,yihM
b3873,ECK3866
b3873,EG11839
b3874,yihN
b3874,EG11840
b3874,ECK3867
b3876,yihO
b3876,EG11841
b3876,ECK3869
b3876,squO
b3877,yihP
b3877,EG11842
b3877,ECK3870
b3878,yihQ
b3878,EG11843
b3878,ECK3871
b3878,squQ
b3879,yihR
b3879,EG11844
b3879,squR
b3879,ECK3872
b3880,yihS
b3880,squS
b3880,ECK3873
b3880,EG11845
b3881,yihT
b3881,ECK3874
b3881,EG11846
b3881,squT
b3882,yihU
b3882,squU
b3882,EG11847
b3882,ECK3875
b3883,yihV
b3883,ECK3876
b3883,squV
b3883,EG11848
b3884,csqR
b3884,ECK3877
b3884,EG11849
b3884,yihW
b3885,yihX
b3885,ECK3878
b3885,EG11850
b3886,yihY
b3886,rbn
b3886,ECK3879
b3886,EG11851
b3887,dtd
b3887,ECK3880
b3887,EG11852
b3887,yihZ
b3888,fabY
b3888,EG11853
b3888,ECK3881
b3888,yiiD
b3889,yiiE
b3889,EG11854
b3889,ECK3882
b3890,yiiF
b3890,ECK3883
b3890,EG11855
b3892,fdoI
b3892,EG11856
b3892,ECK3885
b3893,fdoH
b3893,EG11857
b3893,ECK3886
b3894,fdoG
b3894,ECK3887
b3894,EG11858
b3895,fdhD
b3895,EG11859
b3895,ECK3888
b3896,yiiG
b3896,EG11860
b3896,ECK3889
b3897,frvR
b3897,EG11861
b3897,ECK3890
b3897,yiiH
b3898,frvX
b3898,EG11862
b3898,ECK3891
b3898,yiiI
b3899,frvB
b3899,EG11863
b3899,ECK3892
b3899,yiiJ
b3900,frvA
