,OPERON_ID,OPERON_NAME,REGULATIONPOSLEFT,REGULATIONPOSRIGHT,OPERON_STRAND
2605,ECK125272766,ybgI-pxpBCA-nei,742619,746726,forward
2606,ECK125272767,yhcADE_1,3362112,3365664,forward
2607,ECK125272768,crl_1,257810,257907,forward
2608,ECK125272769,ppnN,2926308,2927672,forward
2609,ECK125272770,rpnD-yjiQ,4568998,4569918,forward
2610,ECK125272771,glsA-ybaT,511573,513868,forward
2611,ECK125272772,cmtBA-yggPF-fumE-yggC,3073976,3079330,reverse
2612,ECK125272773,yoeA_2,2070244,2070504,forward
2613,ECK125272774,yedS_1S_2S_3,2034051,2035243,forward
2614,ECK125272775,ygaY_1Y_2,2808316,2809493,forward
2615,ECK125272776,btsSR,2212243,2214644,reverse
2616,ECK125272777,hcxA,632389,633477,reverse
2617,ECK125272778,hprRS,2036794,2038823,reverse
2618,ECK125272779,zntB,1408024,1409033,forward
